GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
outcome-curr-mgmt,co.edu.icesi.dev.outcome_curr_mgmt.mapper.curriculum_instance,ProfCourseMapperImpl,0,3,0,0,0,1,0,1,0,1
outcome-curr-mgmt,co.edu.icesi.dev.outcome_curr_mgmt.mapper.curriculum_instance,RubricDellFilledMapperImpl,0,3,0,0,0,1,0,1,0,1
outcome-curr-mgmt,co.edu.icesi.dev.outcome_curr_mgmt.mapper.curriculum_instance,OfferedCourseMapperImpl,0,3,0,0,0,1,0,1,0,1
outcome-curr-mgmt,co.edu.icesi.dev.outcome_curr_mgmt.service.perm_types.faculty,FacultyPermType,0,25,0,0,0,8,0,1,0,1
outcome-curr-mgmt,co.edu.icesi.dev.outcome_curr_mgmt.service.perm_types.faculty,AcadProgramPermType.AcadProgramPermStatus,0,21,0,0,0,4,0,1,0,1
outcome-curr-mgmt,co.edu.icesi.dev.outcome_curr_mgmt.service.perm_types.faculty,AcadProgramPermType,0,179,0,0,0,44,0,1,0,1
outcome-curr-mgmt,co.edu.icesi.dev.outcome_curr_mgmt.exception,OutCurrException,0,11,0,0,0,4,0,2,0,2
outcome-curr-mgmt,co.edu.icesi.dev.outcome_curr_mgmt.exception,OutCurrExceptionType,3,530,0,0,1,51,1,6,1,6
outcome-curr-mgmt,co.edu.icesi.dev.outcome_curr_mgmt.exception,GlobalControllerAdvice,166,3,4,0,45,1,9,1,7,1
outcome-curr-mgmt,co.edu.icesi.dev.outcome_curr_mgmt.rs.faculty,AuthPerfLvlControllerImpl,37,6,0,0,6,1,5,1,5,1
outcome-curr-mgmt,co.edu.icesi.dev.outcome_curr_mgmt.rs.faculty,AdminAcadProgramControllerImpl,26,6,0,0,6,1,3,1,3,1
outcome-curr-mgmt,co.edu.icesi.dev.outcome_curr_mgmt.rs.faculty,AuthAssessmentTypeControllerImpl,0,3,0,0,0,1,0,1,0,1
outcome-curr-mgmt,co.edu.icesi.dev.outcome_curr_mgmt.rs.faculty,AuthAcadProgramControllerImpl,14,9,0,0,3,1,2,1,2,1
outcome-curr-mgmt,co.edu.icesi.dev.outcome_curr_mgmt.rs.faculty,AuthFacultyControllerImpl,37,6,0,0,8,1,7,1,7,1
outcome-curr-mgmt,co.edu.icesi.dev.outcome_curr_mgmt.rs.faculty,AuthPiLvlCategControllerImpl,0,6,0,0,0,1,0,1,0,1
outcome-curr-mgmt,co.edu.icesi.dev.outcome_curr_mgmt.rs.faculty,AuthPiAssessmentLvlControllerImpl,0,6,0,0,0,1,0,1,0,1
